numasuite_sku,current_shopify_sku,proposed_sku,match_method,confidence,numasuite_title,shopify_title,numasuite_ean,shopify_barcode,needs_review,review_reason
HS600-1-13,LFP-553HWS-PRO,HS600-1-13,tfidf+rapidfuzz,68.57,DRIVE CLUTCH CABLE FITS STF600-PRO,"Lawnflite-Pro 553HWS-PRO Professional Self-Propelled Petrol Lawnmower (with 2-Speed Drive, Blade-Brake Clutch & Honda Engine)",,,yes,no NumaSuite EAN; title score 68.6 < 85.0
HS600-1-14,FST200PRO,HS600-1-14,tfidf+rapidfuzz,58.43,ON/OFF SWITCH AND CABLE FITS STF600-PRO,Feider FST200 PRO 2-in-1 Petrol Lawn Scarifier/Aerator,,3661602028839,yes,no NumaSuite EAN; title score 58.4 < 85.0
HS600-1-35,STIG-PIVOT-WHEELS-130H-SWEEPER,HS600-1-35,tfidf+rapidfuzz,66.68,FRONT WHEEL FITS STF600-PRO,Stiga Titan Front Wheel Kit for RB130H Sweeper (13-7924-11),,,yes,no NumaSuite EAN; title score 66.7 < 85.0
HS600-1-47HJ,SIM-1696374,HS600-1-47HJ,tfidf+rapidfuzz,59.57,BLADE MOUNTING POINT FITS STF600-PRO,Mulch Ninja Blade Kit,,,yes,no NumaSuite EAN; title score 59.6 < 85.0
HS600-1-48,C-STF600-PRO,HS600-1-48,tfidf+rapidfuzz,75.03,ANGLE BLADES FOR SPECTRUM STF600-PRO,Spectrum STF600-PRO Flail Mower,,5065022450221,yes,no NumaSuite EAN; title score 75.0 < 85.0
HS600-1-49,OLY-66-852,HS600-1-49,tfidf+rapidfuzz,69.32,STRAIGHT BLADE FITS STF600-PRO,Roughneck 53cm Seasoned-Wood Bow-Saw Blade with Small Straight Teeth | 66-852,,0025997668521,yes,no NumaSuite EAN; title score 69.3 < 85.0
HS600-1-50,C-STF600-PRO,HS600-1-50,tfidf+rapidfuzz,61.67,LEFT WHEEL FITS STF600-PRO,Spectrum STF600-PRO Flail Mower,,5065022450221,yes,no NumaSuite EAN; title score 61.7 < 85.0
HS600-1-53,C-HRTF220,HS600-1-53,tfidf+rapidfuzz,60.84,RIGHT WHEEL FITS STF600-PRO,Feider HRTF220 Pro Two-Wheel Rear-Tine Rotary Cultivator,,3661602049346,yes,no NumaSuite EAN; title score 60.8 < 85.0
HS600-1-61,C-STF600-PRO,HS600-1-61,tfidf+rapidfuzz,63.6,SPRING FITS STF600-PRO,Spectrum STF600-PRO Flail Mower,,5065022450221,yes,no NumaSuite EAN; title score 63.6 < 85.0
HS600-3230,C-STF600-PRO,HS600-3230,tfidf+rapidfuzz,63.26,SPLIT PIN FITS STF600-PRO,Spectrum STF600-PRO Flail Mower,,5065022450221,yes,no NumaSuite EAN; title score 63.3 < 85.0
HS600-4LXP1020,C-STF600-PRO,HS600-4LXP1020,tfidf+rapidfuzz,58.44,BELT FITS STF600-PRO (A39),Spectrum STF600-PRO Flail Mower,,5065022450221,yes,no NumaSuite EAN; title score 58.4 < 85.0
HS600-4LXP835,C-STF600-PRO,HS600-4LXP835,tfidf+rapidfuzz,56.68,BELT FITS STF600-PRO (A31.5),Spectrum STF600-PRO Flail Mower,,5065022450221,yes,no NumaSuite EAN; title score 56.7 < 85.0
HS600-M1235,LFP-553HRS-PROHS,HS600-M1235,tfidf+rapidfuzz,63.01,PIN SHAFT FITS STF600-PRO,Lawnflite-Pro 553HRS-PROHS Professional Shaft-Driven Petrol Rear-Roller Lawnmower (with Honda Engine),,5050581002448,yes,no NumaSuite EAN; title score 63.0 < 85.0
HV5047345-01,STIG-13-3902-11,HV5047345-01,tfidf+rapidfuzz,64.28,Genuine Husqvarna RIDER Front Mower Height Adjuster,Stiga Flail-Mower Attachment (with Electric Height-Adjustment) for Park Front-Cut Ride-On Mowers | 13-3902-11,,7313321306663,yes,no NumaSuite EAN; title score 64.3 < 85.0
KR0301000,TG46SE-AMZ,KR0301000,tfidf+rapidfuzz,54.12,KRAMP 3.0MM STARTER CORD (1FEET),Spectrum TG46SE 3-in-1 Self-Propelled Petrol Lawnmower with Electric Start (Amazon),,5065022450139,yes,no NumaSuite EAN; title score 54.1 < 85.0
L0060900,BERT-BT401S,L0060900,tfidf+rapidfuzz,78.98,BERTOLINI TOW HITCH - FOR BT401S,Bertolini BT401S Petrol-Powered Scythe Mower (Honda Engine),,,yes,no NumaSuite EAN; title score 79.0 < 85.0
L0100000,BERT-BT413S-10-4,L0100000,tfidf+rapidfuzz,69.93,BERTOLINI SINGLE-SHARE PLOUGH - FOR BT401S,Bertolini BT413S-10 Professional Snow-Plough,,,yes,no NumaSuite EAN; title score 69.9 < 85.0
L0103200,BERT-BT401S,L0103200,tfidf+rapidfuzz,73.31,BERTOLINI FURROWING TOOL - FOR BT401S,Bertolini BT401S Petrol-Powered Scythe Mower (Honda Engine),,,yes,no NumaSuite EAN; title score 73.3 < 85.0
L0103400,BERT-BT401S,L0103400,tfidf+rapidfuzz,76.56,BERTOLINI TOOL HOLDER - FOR BT401S,Bertolini BT401S Petrol-Powered Scythe Mower (Honda Engine),,,yes,no NumaSuite EAN; title score 76.6 < 85.0
LALS53P422CEGLA,HAY-LAWNMOWER-COVER,LALS53P422CEGLA,tfidf+rapidfuzz,67.31,"GLADIATOR LAWNMOWER 53CM /  21"" 224CC""",Hayter Lawnmower Cover,,,yes,no NumaSuite EAN; title score 67.3 < 85.0
LBP-36-150,ECH-LBP-36-150,LBP-36-150,tfidf+rapidfuzz,97.83,ECHO 40V 4Ah LITHIUM-ION BATTERY,Echo LBP-36-150 40v/4Ah Lithium-Ion Battery,,4934110780087,yes,no NumaSuite EAN
LBP-50-250,ECH-LC-3604,LBP-50-250,tfidf+rapidfuzz,80.32,ECHO 5.0Ah BATTERY,Echo LC-3604 40v Battery Charger,,4934110780094,yes,no NumaSuite EAN; title score 80.3 < 85.0
LC300ST,OM-BC-241HL,LC300ST,tfidf+rapidfuzz,60.76,HEAVY-DUTY LOG STAND 230MM CAPACITY,Oleo-Mac BC-241HL Heavy-Duty Long-Reach Petrol Hedgecutter,,3000317815738,yes,no NumaSuite EAN; title score 60.8 < 85.0
LCJQ-560,ECH-LCJQ-560,LCJQ-560,tfidf+rapidfuzz,97.59,ECHO 56v BATTERY CHARGER,Echo LCJQ-560 56v Battery Charger,,,yes,no NumaSuite EAN
LM5360HXARPROHS,DAN-LM5360HXAR-PRO-HS,LM5360HXARPROHS,tfidf+rapidfuzz,74.69,DANARM LM5360 LAWNMOWER ROLLER HYDRO DRIVE,Danarm LM5360HXAR-PRO-HS Petrol Rear-Roller Lawnmower (with Honda Engine),,,yes,no NumaSuite EAN; title score 74.7 < 85.0
LR53-TK,EF-LR53-TK-AR,LR53-TK,tfidf+rapidfuzz,93.07,EFCO LR53-TK ALLROAD +4 PETROL LAWNMOWER,Efco LR53-TK AllRoad Plus-4 4-in-1 Self-Propelled Petrol Lawnmower,,8026619064259,yes,no NumaSuite EAN
LW130310-04560,JR-FAA0004,LW130310-04560,tfidf+rapidfuzz,77.95,AIR FILTER   MANTIS,AIR FILTER BR690610 498596 697029,,3760011421443,yes,no NumaSuite EAN; title score 78.0 < 85.0
LW130326-11522,JR-FAA001,LW130326-11522,tfidf+rapidfuzz,66.1,AIR FILTER HOUSING LID     MANTIS,AIR FILTER JR-FAA001,,,yes,no NumaSuite EAN; title score 66.1 < 85.0
LW438LA-2,MANT-811005,LW438LA-2,tfidf+rapidfuzz,59.7,BLADE TINE LH   MANTIS,Mantis Tiller Storage-Rack | 811005,,,yes,no NumaSuite EAN; title score 59.7 < 85.0
LW438RA-2,MANT-811005,LW438RA-2,tfidf+rapidfuzz,61.96,BLADE TINE RH    MANTIS,Mantis Tiller Storage-Rack | 811005,,,yes,no NumaSuite EAN; title score 62.0 < 85.0
M210,AP-M210,M210,tfidf+rapidfuzz,93.31,APACHE M210 PROFRESSIONAL SICKLE-BAR MOWER,Apache M210 Sickle-Bar Mower,,0000000000000,yes,no NumaSuite EAN
MA773401,MASP-457951,MA773401,tfidf+rapidfuzz,73.31,MASPORT ROTAROLA RRSP22 GRASS BOX,Masport Rotarola RRSP 22 Self-Propelled Petrol Rear-Roller Lawnmower,,9414974579515,yes,no NumaSuite EAN; title score 73.3 < 85.0
MO118551572/0,JR-FAE0001,MO118551572/0,tfidf+rapidfuzz,97.0,FUEL FILTER,FUEL FILTER RIDER -                        WP73112,,3760011421528,yes,no NumaSuite EAN
MS465743,MASP-450916,MS465743,tfidf+rapidfuzz,79.8,Masport 300 AL L Push Petrol Lawn Mower (LONCIN ENGINE),Masport Lawn Edger,,9414974509161,yes,no NumaSuite EAN; title score 79.8 < 85.0
MTF66MQ-RTN,MF-827M-XDISP,MTF66MQ-RTN,tfidf+rapidfuzz,87.51,MOUNTFIELD MTF66MQ RIDER - EX DEMO MODEL,Mountfield MTF66MQ Compact Rear-Collect & Side-Discharge Ride-On Mower with Manual Drive Ex Demo model,,8008984869905,yes,no NumaSuite EAN
OW19-A-80,FAA008,OW19-A-80,tfidf+rapidfuzz,75.54,B&W AIR FILTER W/ PRE FILTER,Lawn Mower Air Filter -  JR Spares - JR-FAA0008 fits Briggs and Stratton,,3760011421481,yes,no NumaSuite EAN; title score 75.5 < 85.0
PB-2620,ECH-PB-2620,PB-2620,tfidf+rapidfuzz,100.0,ECHO PB-2620 HANDHELD PETROL LEAF-BLOWER,Echo PB-2620 Handheld Petrol Leaf-Blower,,,yes,no NumaSuite EAN
PFC-10R-P,C-PFC-10R-P,PFC-10R-P,tfidf+rapidfuzz,75.32,SPECTRUM PFC-10R-P FUEL CAN - 10 LTR PLASTIC,Spectrum PFC-10R-P Anti Spill Petrol Can – 10 Litre,,5065022450368,yes,no NumaSuite EAN; title score 75.3 < 85.0
PFC-20R-P,C-PFC-20R-P,PFC-20R-P,tfidf+rapidfuzz,82.68,SPECTRUM PFC-20R-P FUEL CAN - 20 LTR Heavy Duty Anti Spill,Spectrum PFC-20R-P Anti Spill Petrol Can – 20 Litre,,5065022450375,yes,no NumaSuite EAN; title score 82.7 < 85.0
PFC-5R-P,C-PFC-5R-P,PFC-5R-P,tfidf+rapidfuzz,74.41,SPECTRUM PFC-5R-P FUEL CAN - 5 LTR PLASTIC,Spectrum PFC-5R-P Anti Spill Petrol Can – 5 Litre,,5065022450351,yes,no NumaSuite EAN; title score 74.4 < 85.0
PFC-SPOUT,C-PFC-SPOUT,PFC-SPOUT,tfidf+rapidfuzz,97.25,SPECTRUM JERRY CAN SPOUT - PFC-SPOUT,Spectrum Metal Jerry Can Spout - PFC-SPOUT,,5065022450405,yes,no NumaSuite EAN
RM-520ES,ECH-RM-520ES,RM-520ES,tfidf+rapidfuzz,100.0,ECHO RM-520ES BACKPACK BRUSHCUTTER,Echo RM-520ES Backpack Brushcutter,,4934110704649,yes,no NumaSuite EAN
RUIKENGINE,SBS220CHM-KIT,RUIKENGINE,tfidf+rapidfuzz,61.07,COMPLETE RUIKAILI ENGINE,Spectrum SBS220CHM 22cm Cordless Handy Mower — Complete Kit (2.0Ah Battery + Charger),,5061122340141,yes,no NumaSuite EAN; title score 61.1 < 85.0
SGN000443006,R210,SGN000443006,tfidf+rapidfuzz,41.83,THROTTLE CABLE,Rato Horizontal Engine,,,yes,no NumaSuite EAN; title score 41.8 < 85.0
SM57/ST,LA-505-317,SM57/ST,tfidf+rapidfuzz,62.54,SEALEY BENCH GRINDER STAND,Lifestyle Wooden Garden Bench - 3 Seater Bench   1.5m,,,yes,no NumaSuite EAN; title score 62.5 < 85.0
SP51H-RFB,MF-2L0536133/MC,SP51H-RFB,tfidf+rapidfuzz,76.56,REFURBISHED MOUNTFIELD SP51H,Mountfield SP51H 3-in-1 Self-Propelled Petrol Lawnmower (with Honda Engine),,,yes,no NumaSuite EAN; title score 76.6 < 85.0
SP53H-E-RET,C-SP53H-E,SP53H-E-RET,tfidf+rapidfuzz,98.85,MOUNTFIELD SP53H-E ELITE 3-IN-1 SELF-PROPELLED PETROL LAWNMOWER (WITH ELECTRIC-START HONDA ENGINE) RETURN,Mountfield SP53H-E Elite 3-in-1 Self-Propelled Petrol Lawnmower (with Electric-Start Honda Engine),,5065022450481,yes,no NumaSuite EAN
SP555V-RTN,MF-SP555RV,SP555V-RTN,tfidf+rapidfuzz,76.2,MOUNTFIELD SP555V LAWNMOWER - EX DEMO,Mountfield SP555R-V Variable-Speed Petrol Rear-Roller Lawnmower (with Honda Engine),,8008984854505,yes,no NumaSuite EAN; title score 76.2 < 85.0
SPARTA-250-TR,OM-250-TR,SPARTA-250-TR,tfidf+rapidfuzz,95.96,OLEO-MAC SPARTA 250-TR LOW EMISSION CURVED SHAFT PETROL STRIMMER,Oleo-Mac Sparta 250-TR Low-Emission Curved-Shaft Petrol Grass-Trimmer,,,yes,no NumaSuite EAN
SPBC8,ZOM-BAT-CHARGER,SPBC8,tfidf+rapidfuzz,76.65,SEALEY SPBC8 FULLY AUTOMATIC BATTERY MAINTAINER/CHARGER 8A,Zomax 58v Battery Charger,,0660042457066,yes,no NumaSuite EAN; title score 76.7 < 85.0
SRM-237TESL,ECH-SRM-237TESL,SRM-237TESL,tfidf+rapidfuzz,100.0,ECHO SRM-237TESL HIGH-TORQUE PETROL BRUSHCUTTER,Echo SRM-237TESL High-Torque Petrol Brushcutter,,0000000000000,yes,no NumaSuite EAN
SSBCE,Echo-PRS-231M,SSBCE,tfidf+rapidfuzz,66.04,HONDA SSBCE BRUSHCUTTER ATTACHMENT - VERSATOOL,Echo PRS-231M Rotary-Scissor Brushcutter Attachment,,,yes,no NumaSuite EAN; title score 66.0 < 85.0
SSCLE,AP-907970000,SSCLE,tfidf+rapidfuzz,72.23,HONDA SSCLE CULTIVATOR ATTACHMENT - VERSATOOL,Apache Rear-Mounted Tiller/Cultivator Attachment – for P70 Two-Wheel Tractor,,0000000000000,yes,no NumaSuite EAN; title score 72.2 < 85.0
SSESLE,MF-281320003/21,SSESLE,tfidf+rapidfuzz,57.36,HONDA 22ESLE EXTENSION PIPE - VERSATOOL,Mountfield BC 435 H 4-Stroke Petrol Brushcutter (Honda Engine),,8008984840508,yes,no NumaSuite EAN; title score 57.4 < 85.0
SSHFLE,ECH-HCA-265ES-HD,SSHFLE,tfidf+rapidfuzz,70.23,HONDA SSHFLE LONG REACH HEDGETRIMMER ATTACH - VERSATOOL,Echo HCA-265ES-HD Long-Reach Petrol Hedgetrimmer,,4934110705639,yes,no NumaSuite EAN; title score 70.2 < 85.0
SSHH,HHH25S75ET,SSHH,tfidf+rapidfuzz,79.87,HONDA SSHH SE HEDGE TRIMMER ATTACHMENT - VERSATOOL,Honda HHH 25S 75E Hedge Trimmer,,,yes,no NumaSuite EAN; title score 79.9 < 85.0
SSPPE,ECH-MTA-DPP,SSPPE,tfidf+rapidfuzz,64.53,HONDA SSPPE PRUNER ATTACHEMENT - VERSATOOL,Echo MTA-DPP Cordless Multi-Tool Pole-Pruner Attachment,,0000000000000,yes,no NumaSuite EAN; title score 64.5 < 85.0
STF600-PRO,C-STF600-PRO,STF600-PRO,tfidf+rapidfuzz,96.5,SPECTRUM STF600-PRO PETROL FLAIL MOWER,Spectrum STF600-PRO Flail Mower,,5065022450221,yes,no NumaSuite EAN
SW106.2.0032.00.02,KT400-3 PRO,SW106.2.0032.00.02,tfidf+rapidfuzz,38.41,CARBURETTOR GASKET   SW4200,Spectrum KT400-3 Pro 3-in-1 Petrol Lawn Scarifier/Aerator/Sweeper-Groomer,,5065022450573,yes,no NumaSuite EAN; title score 38.4 < 85.0
SW106.2.0036.00.03,FAA008,SW106.2.0036.00.03,tfidf+rapidfuzz,66.78,AIR FILTER GASKET    SW4200,Lawn Mower Air Filter -  JR Spares - JR-FAA0008 fits Briggs and Stratton,,3760011421481,yes,no NumaSuite EAN; title score 66.8 < 85.0
SW106.2.0083.00.01,BCH005,SW106.2.0083.00.01,tfidf+rapidfuzz,56.64,ROCKER COVER GASKET   SW4200,Protective Cover for Snow Throwers- JR BCH005,,3760011424550,yes,no NumaSuite EAN; title score 56.6 < 85.0
SW106.2.2800.00.01,BCH005,SW106.2.2800.00.01,tfidf+rapidfuzz,58.58,ROCKER COVER   SW4200,Protective Cover for Snow Throwers- JR BCH005,,3760011424550,yes,no NumaSuite EAN; title score 58.6 < 85.0
SW106.2.3000.00.30,ACC-DEFL-84CM,SW106.2.3000.00.30,tfidf+rapidfuzz,33.56,COIL & LEAD    SW4200,Rear Deflector Flor 84cm Mountfield/Stiga Tractors,,,yes,no NumaSuite EAN; title score 33.6 < 85.0
SW106.2.3100.40.DW,JR-LAN0004,SW106.2.3100.40.DW,tfidf+rapidfuzz,63.51,RECOIL ASSY   SW4200,RECOIL HANDLE,,3760011422327,yes,no NumaSuite EAN; title score 63.5 < 85.0
SW106.2.3300.00.39,SBSCBC,SW106.2.3300.00.39,tfidf+rapidfuzz,36.24,CARBURETTOR ASSY   SW4200,Spectrum SBSCBC 40V Standard Battery Charger (0.5A),,5065022450719,yes,no NumaSuite EAN; title score 36.2 < 85.0
SW106.2.3400.00.01,JR-FAA0004,SW106.2.3400.00.01,tfidf+rapidfuzz,97.0,AIR FILTER,AIR FILTER BR690610 498596 697029,,3760011421443,yes,no NumaSuite EAN
SW106.2.3600.40.70,HAN-HP-199,SW106.2.3600.40.70,tfidf+rapidfuzz,53.31,FUEL TANK ASSY   SW4200,Handy Sure-Start Fuel Additive - 250ml,,,yes,no NumaSuite EAN; title score 53.3 < 85.0
SW11544-AX660-SJN,19158015,SW11544-AX660-SJN,tfidf+rapidfuzz,55.58,BELT FITS SW4200,Blade - Fits Feider FTDT5175ES Lawnmower | MowDirect,,,yes,no NumaSuite EAN; title score 55.6 < 85.0
SW420-RTN,SW420-EXPERT,SW420-RTN,tfidf+rapidfuzz,85.07,SPECTRUM SW420 SCARIFIER REFURB,Spectrum SW420-Expert 2-in-1 Petrol Lawn Scarifier/Aerator,,5065022450337,yes,no NumaSuite EAN
SW4200CAP,JR-CARB0001,SW4200CAP,tfidf+rapidfuzz,56.63,FUEL CAP  SW4200,FUEL PIPE INNER DIAMETER 6.35MM OUTER 12.7MM L30CM,,3760011420552,yes,no NumaSuite EAN; title score 56.6 < 85.0
SW48100-000050,19158015,SW48100-000050,tfidf+rapidfuzz,54.98,BELT GUARD COVER FITS SW4200,Blade - Fits Feider FTDT5175ES Lawnmower | MowDirect,,,yes,no NumaSuite EAN; title score 55.0 < 85.0
SW65100-000032,19158015,SW65100-000032,tfidf+rapidfuzz,55.58,BOLT FITS SW4200,Blade - Fits Feider FTDT5175ES Lawnmower | MowDirect,,,yes,no NumaSuite EAN; title score 55.6 < 85.0
SW65115-000059-111,JR-LAN0004,SW65115-000059-111,tfidf+rapidfuzz,69.7,BLADE ENGAGEMENT HANDLE   SW4200,RECOIL HANDLE,,3760011422327,yes,no NumaSuite EAN; title score 69.7 < 85.0
SW65144-000700-111,JR-LAN0004,SW65144-000700-111,tfidf+rapidfuzz,69.86,HANDLE BAR QUICK RELEASE NUT   SW4200,RECOIL HANDLE,,3760011422327,yes,no NumaSuite EAN; title score 69.9 < 85.0
SW68100-000024-W,ST-FS40,SW68100-000024-W,tfidf+rapidfuzz,55.16,GRASS BOX ROD   SW4200,STIHL FS40 Curved-Shaft Grass Trimmer,,,yes,no NumaSuite EAN; title score 55.2 < 85.0
SW68100-000025,STIG-278131808/St1,SW68100-000025,tfidf+rapidfuzz,56.43,FLAP SPRING FITS SW4200,Stiga Fast Charger | Fits E-Ride Models,,,yes,no NumaSuite EAN; title score 56.4 < 85.0
SW68100-000800-898,SIMP-1696073,SW68100-000800-898,tfidf+rapidfuzz,56.08,GRASS BAG NETTING FITS SW4200,Simplicity Twin-Bag Collector - Fits Regent XL/SLT110 & SLT175 | 1696073,,,yes,no NumaSuite EAN; title score 56.1 < 85.0
SW68100-001000-001,FD-BTR55,SW68100-001000-001,tfidf+rapidfuzz,57.75,GRASS BAG FRAME   SW42000,Feider BTR55 Mini Wheeled Grass-Trimmer,,3661602025517,yes,no NumaSuite EAN; title score 57.7 < 85.0
SW68100-001200,17338046,SW68100-001200,tfidf+rapidfuzz,57.76,BLADE ENGAGEMENT CABLE FITS SW4200,"Lawnmower Blade - 50.2cm | Fits Feider & Racing 20"" Models",,3664142164166,yes,no NumaSuite EAN; title score 57.8 < 85.0
SW68100-001510,TG480RTTR,SW68100-001510,tfidf+rapidfuzz,37.68,BELT TENSIONING PLATE   SW4200,"Spectrum TG480RTTR Rear-Tine Petrol Cultivator — 211cc, 48cm Working Width",,5061122340196,yes,no NumaSuite EAN; title score 37.7 < 85.0
SW68100-001530,SVC-PUNCTURE-PREV,SW68100-001530,tfidf+rapidfuzz,38.24,BELT TENSIONER PULLEY   SW4200,Pre-delivery Puncture Prevention Service,,,yes,no NumaSuite EAN; title score 38.2 < 85.0
SW68100-001600Z-111,JR-LAN0004,SW68100-001600Z-111,tfidf+rapidfuzz,69.7,HEIGHT OF CUT HANDLE   SW4200,RECOIL HANDLE,,3760011422327,yes,no NumaSuite EAN; title score 69.7 < 85.0
SW68100-001603-E,19158015,SW68100-001603-E,tfidf+rapidfuzz,54.94,PLATE FITS SW4200,Blade - Fits Feider FTDT5175ES Lawnmower | MowDirect,,,yes,no NumaSuite EAN; title score 54.9 < 85.0
SW68110-000900-111,SBS220CHM,SW68110-000900-111,tfidf+rapidfuzz,36.92,THROTTLE CABLE ASSEMBLY SW4200,Spectrum SBS220CHM 22cm Cordless Handy Mower — Bare Tool (Battery & Charger Sold Separately),,5065022450627,yes,no NumaSuite EAN; title score 36.9 < 85.0
SW896-6-B,STIG-278131808/St1,SW896-6-B,tfidf+rapidfuzz,59.19,E RINGS FITS SW4200,Stiga Fast Charger | Fits E-Ride Models,,,yes,no NumaSuite EAN; title score 59.2 < 85.0
SWBLADE,DDS010,SWBLADE,tfidf+rapidfuzz,58.3,BLADE CASSETTE   SW4200,4-Tooth Metal Brushcutter-Blade - JR DDS010,,3760011421368,yes,no NumaSuite EAN; title score 58.3 < 85.0
SWQ28-000000AF,SBS220CHM-KIT,SWQ28-000000AF,tfidf+rapidfuzz,63.56,COMPLETE ENGINE   SW4200,Spectrum SBS220CHM 22cm Cordless Handy Mower — Complete Kit (2.0Ah Battery + Charger),,5061122340141,yes,no NumaSuite EAN; title score 63.6 < 85.0
SWSPIKE,SBS40CB,SWSPIKE,tfidf+rapidfuzz,37.36,SPIKE CASSETTE   SW4200,Spectrum SBS40CB 40V 4.0Ah Lithium-Ion Battery Pack,,5065022450689,yes,no NumaSuite EAN; title score 37.4 < 85.0
T92H,C-T92H,T92H,tfidf+rapidfuzz,69.26,"HARRY T92H TRACTOR 36"" DECK 432CC ENGINE""",Harry T92H Rear-Collect Lawn Tractor with Hydrostatic Transmission,,5391549590011,yes,no NumaSuite EAN; title score 69.3 < 85.0
TB51S11-RTN,R-RTN533,TB51S11-RTN,tfidf+rapidfuzz,79.98,RUIKAILI TB51S11 SELF-PROPELLED PETROL LAWNMOWER - EX DEMO,Racing 4660PL Self-Propelled Petrol Lawnmower,,3661602019479,yes,no NumaSuite EAN; title score 80.0 < 85.0
TBA30DUN,2T2010483/M25,TBA30DUN,tfidf+rapidfuzz,58.01,DRIVE BELT   62PR A30,Mountfield T30M Gear Drive 2-in-1 Lawn Tractor,,8008984869042,yes,no NumaSuite EAN; title score 58.0 < 85.0
TG11000179,TG561-SWT,TG11000179,tfidf+rapidfuzz,37.29,BELT GUARD   TG51,Spectrum TG561-SWT Self Propelled Wheeled Trimmer,,5065022450511,yes,no NumaSuite EAN; title score 37.3 < 85.0
TG12000160,STIG-279210008/ST1,TG12000160,tfidf+rapidfuzz,64.01,LOWER HANDLE  TG56,Stiga SBC 900 D AE 48v Cordless Brushcutter with ‘Cowhorn’ Handle (Tool Only),,8008984844179,yes,no NumaSuite EAN; title score 64.0 < 85.0
TG14100040,2T2010483/M25,TG14100040,tfidf+rapidfuzz,54.79,DRIVE CABLE TG51 TG56,Mountfield T30M Gear Drive 2-in-1 Lawn Tractor,,8008984869042,yes,no NumaSuite EAN; title score 54.8 < 85.0
TG173OHV,SBS480CBV-KIT,TG173OHV,tfidf+rapidfuzz,70.02,COMPLETE ENGINE ASSY SPECTRUM 173CC,Spectrum SBS480CBV 40V Cordless Leaf Blower Vacuum — Complete Kit (4.0Ah Battery + Fast Charger),,5061122340158,yes,no NumaSuite EAN; title score 70.0 < 85.0
TG29000016,JR-CARB0003,TG29000016,tfidf+rapidfuzz,59.34,BREATHER PIPE,FUEL PIPE INNER DIAMETER 4.5MM OUTER 10MM L30CM (JR-CARB0003),,3760011420576,yes,no NumaSuite EAN; title score 59.3 < 85.0
TG29000019,JR-CARB0003,TG29000019,tfidf+rapidfuzz,97.0,FUEL PIPE,FUEL PIPE INNER DIAMETER 4.5MM OUTER 10MM L30CM (JR-CARB0003),,3760011420576,yes,no NumaSuite EAN
TG40PD-RET,C-TG40PD-AMZ,TG40PD-RET,tfidf+rapidfuzz,82.8,SPECTRUM TG40PD RETURN,Spectrum TG40PD Self-Propelled Petrol Lawnmower (Amazon),,5065022450108,yes,no NumaSuite EAN; title score 82.8 < 85.0
TG40SE-RET,TG40SE,TG40SE-RET,tfidf+rapidfuzz,80.6,SPECTRUM TG40SE LAWNMOWER - REFURBISHED,Spectrum TG40SE Self-Propelled Petrol Lawnmower with Electric Start,,5065022450115,yes,no NumaSuite EAN; title score 80.6 < 85.0
TG51PD-RET,C-TG51PD-AMZ,TG51PD-RET,tfidf+rapidfuzz,77.01,SPECTRUM TG51PD LAWNMOWER - RETURN MODEL,Spectrum TG51PD Self-Propelled Petrol Lawnmower (Amazon),,5065022450146,yes,no NumaSuite EAN; title score 77.0 < 85.0
TG60FTTR-RTN,TG60FTTR,TG60FTTR-RTN,tfidf+rapidfuzz,87.58,SPECTRUM TG60FTTR PETROL CULTIVATOR RETURN,"Spectrum TG60FTTR Front-Tine Petrol Cultivator — 212cc, 7HP, 30/60cm Adjustable Width",,5065022450207,yes,no NumaSuite EAN
THET,HAN-THET-A,THET,tfidf+rapidfuzz,97.15,HANDY THET 800W ELECTRIC TILLER/CULTIVATOR,Handy THET-A Electric Tiller / Cultivator,,5060012803377,yes,no NumaSuite EAN
THGR92P,STIG-299900260/0,THGR92P,tfidf+rapidfuzz,72.88,HANDY 92CM TOWED ROLLER,Stiga 56cm Towed Poly Ballast Roller | 299900260/0,,7313321306397,yes,no NumaSuite EAN; title score 72.9 < 85.0
TY5-7STAND,C-TY5-7STAND,TY5-7STAND,tfidf+rapidfuzz,88.65,SPECTRUM LOG SPLITTER STAND FOR 5T AND 7T LOG SPLITTERS,Spectrum TY5-7 Log Splitter Stand,,,yes,no NumaSuite EAN
TY5000H,C-TY5000H,TY5000H,tfidf+rapidfuzz,100.0,SPECTRUM TY5000H 5 TONNE LOG SPLITTER,Spectrum TY5000H 5 Tonne Log Splitter,,5065022450290,yes,no NumaSuite EAN
TY7000H,C-TY7000H,TY7000H,tfidf+rapidfuzz,100.0,SPECTRUM TY7000H 7 TONNE LOG SPLITTER,Spectrum TY7000H 7 Tonne Log Splitter,,5065022450306,yes,no NumaSuite EAN
UMC425E,ECH-MTA-DTB,UMC425E,tfidf+rapidfuzz,59.19,HONDA VERSATOOL UMC425 MULTI TOOL,Echo MTA-DTB Cordless Multi-Tool Grass-Trimmer Attachment,,,yes,no NumaSuite EAN; title score 59.2 < 85.0
UMK425E2LE,UMK-425-LE,UMK425E2LE,tfidf+rapidfuzz,98.53,HONDA UMK 425 LE 4-STROKE BRUSHCUTTER,Honda UMK 425 LE 4-Stroke Brush Cutter,,,yes,no NumaSuite EAN
